stock_symbol,date,opening,closing,low,high,volume,market_cap,p/e
SRRL,1/10/2014,N/A,0.0013,N/A,N/A,0,92K,N/A
SGY,1/24/2014,32.54,32.13,31.77,32.70,535967,1.566B,10.20
SU,1/24/2014,33.94,33.31,33.29,33.96,3650122,49.584B,17.24
PHRX,1/24/2014,0.0045,0.004,0.0035,0.0049,4107498,1.5M,N/A
PHRX,1/24/2014,0.0045,0.004,0.0035,0.0049,4107498,1.5M,N/A
SFY,1/24/2014,13.39,13.41,13.16,13.72,1810029,581.9M,17.55
TLM,1/24/2014,11.49,11.32,11.29,11.56,7640038,11.675B,129.78
TGC, Inc. Co,1/24/2014,0.471,0.4526,0.45,0.46,64711,28.0M
TVOC,1/23/2014,N/A,12.50,N/A,N/A,0,17.7M,21.97
TEXS,1/24/2014,2.60,2.50,2.50,3.50,757,69.1M,N/A
TEXS,1/24/2014,2.60,2.50,2.50,3.50,757,69.1M,N/A
TOPZ,1/23/2014,N/A,0.0015,N/A,N/A,0,777K,N/A
TENG,1/24/2014,3.60,3.60,3.60,3.60,9900,47.9M,N/A
TGA,1/24/2014,8.37,8.39,8.26,8.4599,87533,620.6M,8.75
TPLM,1/24/2014,8.41,8.11,8.025,8.4791,2052180,694.4M,24.71
UPL,1/24/2014,23.3999,23.82,23.07,24.165,4304913,3.644B,N/A
UAPC,1/24/2014,0.0038,0.0055,0.0036,0.0055,8782030,304K,N/A
USEG,1/24/2014,3.50,3.38,3.33,3.52,149074,93.6M,N/A
EGY,1/24/2014,6.64,6.39,6.26,6.64,584879,363.6M,N/A
VOC,1/24/2014,15.95,15.91,15.75,16.2115,214627,270.5M,9.91
WRES,,1/24/2014,3.15,3.10,3.05,3.14,546792,228.7M
WCYN,1/24/2014,0.0202,0.0202,0.0202,0.0202,300,449K,N/A
WTXR,1/22/2014,N/A,0.70,N/A,N/A,0,9.9M,N/A
WHZ,1/24/2014,13.61,13.54,13.4007,13.65,174912,249.1M,4.90
WPX, Inc. ,1/24/2014,20.1797,20.10,19.52,19.62,3165035,3.940B
HUGE,1/24/2014,0.40,0.4001,0.40,0.4001,1509,24.2M,N/A
HUGE,1/24/2014,0.40,0.4001,0.40,0.4001,1509,24.2M,N/A
ANW,1/24/2014,9.97,9.52,9.43,9.97,590009,450.0M,20.06
BP,1/24/2014,48.63,47.75,47.73,48.64,9080960,149.8B,6.34
CVX,1/24/2014,117.90,116.29,116.26,118.14,7131317,223.6B,9.68
SNP,1/24/2014,80.79,79.47,79.38,80.79,149948,92.585B,8.37
EC,1/24/2014,34.77,34.04,33.91,34.77,440010,69.981B,8.68
ECA,1/24/2014,18.28,18.21,18.03,18.61,7870481,13.479B,33.32
E,1/24/2014,46.94,46.11,46.00,46.94,255795,83.606B,9.17
EQM,1/24/2014,62.64,62.73,61.30,63.39,91825,2.999B,26.79
XOM,1/24/2014,96.18,94.85,94.82,96.25,14669972,414.4B,12.66
GEOR,1/24/2014,0.035,0.035,0.035,0.035,3000,1.9M,N/A
GEOR,1/24/2014,0.035,0.035,0.035,0.035,3000,1.9M,N/A
IMO,1/24/2014,41.70,41.26,41.23,41.76,193838,34.972B,12.29
IFUE,1/24/2014,0.051,0.05,0.0265,0.07,893350,6.2M,N/A
KEYP,1/24/2014,0.65,0.65,0.65,0.65,1250,37.5M,11.84
MNGA,1/24/2014,0.9384,0.95,0.92,1.04,619426,22.0M,N/A
MUR,1/24/2014,61.96,60.50,60.50,62.02,1760065,11.312B,9.91
PZE,1/24/2014,4.86,4.50,4.498,4.91,358122,910.4M,6.89
PTR,1/24/2014,101.00,99.80,99.70,101.00,278876,185.7B,9.45
PROP,1/24/2014,0.2025,0.22,0.195,0.22,63650,30.9M,N/A
REPYY,1/24/2014,24.295,24.136,24.03,24.39,61313,31.055B,15.66
RRMS,1/24/2014,36.56,36.15,35.98,37.02,35577,904.9M,21.83
RDS-B,1/24/2014,75.69,74.55,74.45,75.72,1056854,234.2B,11.27
SSL,1/24/2014,49.79,49.20,49.08,49.79,305220,31.627B,10.20
STO,1/24/2014,24.34,24.07,24.04,24.36,1332523,76.550B,11.93
TGRO,1/24/2014,0.55,0.578,0.535,0.58,313643,24.7M,N/A
TOT,1/24/2014,59.46,58.32,58.32,59.48,984879,132.3B,11.37
VNGE,1/25/2014,N/A,0.12,N/A,N/A,20,1.5M,N/A
YPF,1/24/2014,25.44,23.02,23.00,25.60,4778317,9.030B,10.57
AHGP,1/24/2014,56.04,56.25,54.77,56.514,47307,3.367B,14.75
BMXI,1/2/2014,N/A,0.0032,N/A,N/A,0,139K,N/A
CHGS,1/24/2014,0.275,0.254,0.2506,0.28,79689,6.8M,N/A
CERX,12/23/2013,N/A,0.02,N/A,N/A,0,62K,N/A
CERX,12/23/2013,N/A,0.02,N/A,N/A,0,62K,N/A
DDC,1/24/2014,14.86,14.49,14.28,14.95,405201,1.233B,2.55
HNRG,1/24/2014,8.08,7.94,7.9204,8.08,28472,227.2M,9.91
LLEN, Inc.,1/16/2014,N/A,N/A,N/A,1.26,0,55.3M
LKAI,1/25/2014,N/A,0.499,N/A,N/A,5500,7.4M,N/A
LKAI,1/25/2014,N/A,0.499,N/A,N/A,5500,7.4M,N/A
MMEX,1/21/2014,N/A,0.008,N/A,N/A,0,458K,N/A
MDM,1/24/2014,4.64,4.58,4.57,4.64,7477,432.9M,N/A
MXOM,1/23/2014,N/A,0.0571,N/A,N/A,0,5.7M,N/A
RNO,1/24/2014,12.96,12.53,12.50,12.96,87788,364.2M,19.41
SRCH,1/24/2014,0.24,0.25,0.237,0.25,123200,33.9M,N/A
SCOK,1/24/2014,1.36,1.30,1.30,1.36,23095,27.5M,18.36
SXCP,1/24/2014,27.41,27.21,27.03,27.65,4896,855.0M,15.79
TTXP,1/24/2014,0.0121,0.0136,0.0121,0.0141,28910,2.6M,N/A
SGZH,1/13/2014,N/A,0.12,N/A,N/A,0,2.3M,N/A
SGZH,1/13/2014,N/A,0.12,N/A,N/A,0,2.3M,N/A
WLB,1/24/2014,21.50,21.16,20.99,21.59,76121,308.8M,N/A
YZC,1/24/2014,7.65,7.50,7.44,7.69,433760,3.688B,26.66
AAV,1/24/2014,4.26,4.31,4.1946,4.32,76259,725.7M,N/A
AEGG,1/23/2014,N/A,0.16,N/A,N/A,0,7.5M,N/A
AMSE,1/22/2014,N/A,0.4399,N/A,N/A,0,13.2M,N/A
AR,1/24/2014,58.45,57.99,55.01,58.72,1273287,15.196B,50.02
AREX,1/24/2014,20.26,20.32,19.90,20.39,765738,792.7M,113.44
AKVA,1/14/2014,N/A,0.04,N/A,N/A,0,2.0M,N/A
AXNO,1/25/2014,N/A,0.0013,N/A,N/A,6,211K,N/A
ATW, ,1/24/2014,47.96,47.87,47.10,47.71,982028,3.056B
COGLF,1/24/2014,0.11,0.2299,0.11,0.2299,10600,14.7M,N/A
AOGC,1/17/2014,N/A,0.005,N/A,N/A,0,247K,N/A
AOGN,1/22/2014,N/A,0.087,N/A,N/A,0,975K,N/A
BRCOQ,1/23/2014,N/A,0.0035,N/A,N/A,0,76K,N/A
BXE,1/24/2014,7.68,7.65,7.34,7.70,94738,906.0M,14.81
BBG,1/24/2014,28.50,28.16,27.52,28.633,1389859,1.340B,N/A
BPZ, In,1/24/2014,2.08,2.06,2.00,2.05,809313,237.8M
BBEP,1/24/2014,20.50,20.42,20.37,20.60,691546,2.035B,408.40
CVE,1/24/2014,26.54,26.30,26.24,26.61,1052893,19.879B,33.07
CEO,1/24/2014,163.88,159.71,159.37,163.88,244705,71.305B,6.89
CXO,1/24/2014,99.20,96.89,96.23,99.20,704723,10.060B,47.21
COP,1/24/2014,67.77,66.57,66.40,67.77,6036972,81.555B,10.38
CEP,1/24/2014,2.29,2.275,2.25,2.329,54634,67.5M,N/A
XBOR,1/24/2014,0.50,0.60,0.50,0.60,4170,10.4M,N/A
CRT,1/24/2014,30.87,30.89,30.3401,31.275,8215,185.3M,13.79
DO,1/24/2014,50.81,51.04,50.43,51.325,2353099,7.096B,11.79
DUNR,1/24/2014,N/A,1.29,N/A,N/A,0,92.2M,N/A
ECT,1/24/2014,9.17,8.96,8.90,9.1799,124251,157.7M,5.01
EGYH,1/16/2014,N/A,1.00,N/A,N/A,0,39.0M,N/A
ENRJ,1/24/2014,0.53,0.52,0.52,0.536,26963,56.8M,N/A
ERF,1/24/2014,18.20,18.06,17.8604,18.30,520141,3.651B,N/A
ESV,1/24/2014,52.47,51.34,50.82,52.57,4909568,11.990B,9.63
EVEP,1/24/2014,35.34,35.96,35.34,36.07,438179,1.739B,N/A
FORC,1/24/2014,0.0302,0.0302,0.0302,0.0302,589,76K,N/A
FXEN, Inc.,1/24/2014,3.77,3.75,3.65,3.69,194982,197.1M
GMET, INC.,1/24/2014,0.14,0.13,0.1051,0.129,89310,5.2M
HK,1/24/2014,3.56,3.62,3.40,3.62,5525697,1.501B,N/A
HP,1/24/2014,86.81,86.01,85.32,86.81,1027279,9.215B,12.84
HERO,1/24/2014,4.82,5.105,4.62,5.15,10547305,815.5M,21.03
HENC,1/24/2014,N/A,0.34,N/A,N/A,0,37.5M,340.00
HGT,1/24/2014,8.80,8.76,8.55,8.8521,235865,350.4M,11.07
HDY,1/24/2014,6.17,6.15,6.00,6.40,121129,129.4M,N/A
IDNG,1/24/2014,0.0045,0.0029,0.0029,0.0045,10000,353K,N/A
IDGG,1/24/2014,0.0006,0.0006,0.0006,0.0006,395000,555K,N/A
JYHW,1/24/2014,0.0115,0.0129,0.0094,0.0129,35503,992K,N/A
JDOGQ,12/31/2013,N/A,0.0012,N/A,N/A,0,11K,N/A
KEG,1/24/2014,7.71,7.50,7.32,7.75,1762876,1.142B,277.86
KOG,1/24/2014,11.05,10.70,10.525,11.07,5731945,2.846B,23.20
LGCY,1/24/2014,27.95,27.59,27.55,28.00,103465,1.587B,119.74
RECV,N/A,N/A,0.00,N/A,N/A,N/A,N/A,N/A
MHR,1/24/2014,8.46,8.48,8.33,8.49,4162332,1.450B,N/A
MJOG,12/31/2013,N/A,0.005,N/A,N/A,0,46K,N/A
MWE,1/24/2014,68.84,68.14,67.87,68.94,542686,10.255B,135.46
MSHF,1/24/2014,1.50,1.70,1.50,1.74,6100,38.2M,N/A
MSHF,1/24/2014,1.50,1.70,1.50,1.74,6100,38.2M,N/A
MGUY,1/24/2014,0.0024,0.0039,0.0024,0.0039,57594,45K,N/A
MVO,1/24/2014,24.54,24.27,24.04,24.54,50987,279.1M,8.17
NBR,1/24/2014,17.35,17.04,16.82,17.36,3945037,5.030B,311.43
NE,1/24/2014,32.75,32.94,32.44,33.11,6464361,8.348B,10.86
NAEY,1/24/2014,N/A,0.007,N/A,N/A,0,151K,N/A
NOG,1/24/2014,15.22,15.46,15.03,15.56,1741509,944.9M,17.62
ORIG,1/24/2014,17.72,17.54,17.25,17.72,703191,2.310B,N/A
OEDV,1/24/2014,1.25,1.25,1.20,1.26,48900,62.3M,N/A
PACD,1/24/2014,10.52,10.37,10.00,10.52,404692,2.250B,140.53
PDGO,1/24/2014,0.0155,0.014,0.014,0.0189,233835,75K,N/A
PTEN,1/24/2014,25.55,25.22,24.80,25.628,2552014,3.598B,16.54
PGSI,1/24/2014,0.76,0.771,0.75,0.79,36701,49.5M,N/A
PGH,1/24/2014,6.56,6.50,6.38,6.58,1605317,3.379B,N/A
PWE,1/24/2014,7.13,7.37,7.10,7.40,4834703,3.610B,N/A
PBR-A,1/24/2014,12.70,12.61,12.44,12.72,8011291,82.246B,6.87
PTRC,1/24/2014,0.095,0.097,0.095,0.0995,95432,79.4M,N/A
PHUN,1/21/2014,N/A,0.0074,N/A,N/A,0,3.3M,N/A
PES,1/24/2014,8.37,8.21,8.12,8.39,352744,511.7M,N/A
PSTR,1/24/2014,1.22,1.26,1.22,1.261,3030,36.7M,N/A
PVRS,1/13/2014,N/A,0.0069,N/A,N/A,0,171K,N/A
PVRS,1/13/2014,N/A,0.0069,N/A,N/A,0,171K,N/A
HK,1/24/2014,3.56,3.62,3.40,3.62,5525697,1.501B,N/A
RGFR,1/24/2014,5.05,5.05,5.05,5.05,108,91.4M,N/A
RGFR,1/24/2014,5.05,5.05,5.05,5.05,108,91.4M,N/A
REOS,1/21/2014,N/A,0.0026,N/A,N/A,0,210K,N/A
REXX,1/24/2014,N/A,19.22,18.96,19.63,1005024,999.5M,116.11
REI, Inc.,1/24/2014,13.95,13.85,13.80,13.81,24098,315.0M
RDC,1/24/2014,32.41,32.51,32.115,32.605,2890506,4.039B,15.86
SSN,1/24/2014,0.495,0.4999,0.4632,0.4999,544138,63.7M,N/A
SD,1/24/2014,6.50,6.30,6.18,6.54,9837142,3.047B,N/A
SCGC,1/13/2014,N/A,0.30,N/A,N/A,0,9.8M,N/A
SNVP,1/24/2014,0.0005,0.0005,0.0005,0.0005,19500,101K,N/A
SDRL,1/24/2014,38.45,37.68,37.26,38.48,7751020,17.676B,7.91
SDLP,1/24/2014,32.52,32.20,31.56,32.80,206871,1.332B,N/A
SPLM,1/24/2014,0.01,0.01,0.01,0.01,3060,474K,N/A
SIBN,1/24/2014,0.12,0.12,0.12,0.12,100,8.1M,N/A
SIBN,1/24/2014,0.12,0.12,0.12,0.12,100,8.1M,N/A
SOQ,1/24/2014,0.49,0.48,0.48,0.50,75817,26.9M,N/A
SNRV,,1/24/2014,0.20,0.19,0.1701,0.1701,37002,727K
SRGG,1/25/2014,N/A,0.115,N/A,N/A,50,1.5M,N/A
TEGY,1/23/2014,N/A,0.035,N/A,N/A,0,1.1M,N/A
TAT,1/24/2014,0.7857,0.77,0.77,0.79,151982,287.5M,N/A
RIG,1/24/2014,45.02,44.25,44.14,45.03,6511441,15.956B,10.12
TVLYQ,1/23/2014,N/A,0.002,N/A,N/A,0,136K,N/A
TXHG,1/24/2014,0.125,0.094,0.085,0.14,131095,4.5M,21.67
UNT,1/24/2014,51.42,50.78,49.76,51.42,249900,2.494B,32.64
VNR,1/24/2014,30.40,30.30,30.20,30.534,414485,2.361B,N/A
VTG,1/24/2014,1.77,1.73,1.71,1.79,2381394,525.3M,N/A
VET,1/24/2014,56.81,56.47,56.27,57.05,7429,5.754B,20.14
RMGI,1/25/2014,N/A,0.20,N/A,N/A,8,198K,N/A
WTI, Inc,1/24/2014,15.62,15.52,14.68,14.99,921215,1.128B
WNWG,1/23/2014,N/A,0.0001,N/A,N/A,0,22K,N/A
WLL,1/24/2014,59.30,58.10,57.79,59.38,1347168,6.894B,14.13
WHX,1/24/2014,5.81,5.90,5.80,5.94,156879,81.8M,2.83
WGAS,1/24/2014,0.0041,0.0038,0.0035,0.006,505941,180K,N/A
ZAZA,1/24/2014,0.98,1.07,0.96,1.08,438464,114.8M,N/A
ADNY,1/24/2014,0.001,0.0009,0.0009,0.001,28000,141K,N/A
AMCF,1/24/2014,1.62,1.5899,1.56,1.67,135169,15.5M,4.03
BHI,1/24/2014,56.48,56.43,55.944,57.05,6236061,24.942B,23.05
BAS,1/24/2014,17.02,16.99,16.415,17.25,1040955,679.6M,N/A
BOLT,1/24/2014,22.02,21.57,21.50,22.72,76160,187.2M,22.03
CJES,1/24/2014,22.81,23.00,22.66,23.24,476812,1.227B,14.21
DVR,1/24/2014,1.82,1.77,1.75,1.85,331325,173.0M,N/A
CAM,1/24/2014,58.22,57.97,57.80,60.47,6887916,13.789B,20.67
CRR, I,1/24/2014,110.56,110.56,107.11,108.23,248807,2.498B
CSSV,1/13/2014,N/A,0.025,N/A,N/A,0,1.3M,N/A
CGG,1/24/2014,16.01,16.02,15.83,16.1599,54000,2.834B,23.76
CGG,1/24/2014,16.01,16.02,15.83,16.1599,54000,2.834B,23.76
GSJK,1/24/2014,22.59,22.62,22.44,23.22,18327,351.8M,22.36
CLB,1/24/2014,187.99,185.36,185.06,189.15,250305,8.409B,37.68
CELP,1/24/2014,23.44,22.93,22.841,26.00,281265,N/A,N/A
DWSN,1/24/2014,33.43,33.68,32.90,33.74,148098,267.9M,25.81
DPDW, INC.,1/24/2014,1.90,1.90,1.90,1.90,2620,22.2M
DPDW, INC.,1/24/2014,1.90,1.90,1.90,1.90,2620,22.2M
DTRO,1/24/2014,0.01,0.01,0.01,0.01,1000,336K,N/A
DRQ, Inc. C,1/24/2014,103.56,103.56,101.31,102.85,522954,4.185B
EFIR,1/25/2014,N/A,0.0001,N/A,N/A,3,476,N/A
EESI,12/4/2013,N/A,0.51,N/A,N/A,0,1.0M,N/A
ENGT,1/23/2014,N/A,0.30,N/A,N/A,0,50.7M,N/A
EXXI,1/24/2014,23.50,23.25,23.05,23.57,1301786,1.762B,11.01
EXH,1/24/2014,35.50,35.36,34.93,35.53,1735345,2.264B,24.86
EXLP,1/24/2014,29.69,29.74,29.50,30.01,62678,1.469B,22.78
FTI,,1/24/2014,50.49,49.70,48.9825,49.40,3159820,11.687B
FES,1/24/2014,3.24,3.24,3.20,3.27,7810,69.6M,N/A
FET,1/24/2014,25.54,25.42,25.14,25.74,386668,2.324B,20.32
GGS,1/24/2014,1.51,1.50,1.48,1.53,163874,57.2M,N/A
GLF,1/24/2014,44.34,43.69,43.52,44.64,309774,1.144B,29.26
HAL,1/24/2014,49.44,48.61,48.4325,49.44,12454212,41.270B,21.31
HLX,1/24/2014,21.82,21.10,20.90,21.86,1815876,2.232B,N/A
HOS,1/24/2014,44.60,42.96,42.95,44.70,582423,1.549B,16.23
MDR,1/24/2014,8.81,8.50,8.345,8.81,6752966,2.011B,N/A
NOV,1/24/2014,75.43,74.00,73.98,75.53,8067464,31.679B,13.97
NGS,1/24/2014,28.01,27.92,27.43,28.185,30587,346.3M,23.62
NPWZ,1/24/2014,0.0195,0.022,0.018,0.0249,21445658,18.5M,N/A
NR,1/24/2014,12.08,11.84,11.705,12.08,571261,1.034B,18.39
NOA,1/24/2014,5.88,5.90,5.88,5.99,96266,214.7M,3.07
OII,1/24/2014,71.35,71.60,70.38,72.39,1587708,7.747B,21.92
OIS,1/24/2014,97.87,94.68,94.68,98.05,1235361,5.222B,12.32
PKD,1/24/2014,8.06,7.81,7.57,8.07,916331,937.1M,N/A
PED,1/24/2014,2.62,2.52,2.4669,2.827,775552,57.6M,N/A
PDS,1/24/2014,9.01,8.85,8.70,9.03,1848871,2.451B,428.10
PFIE,1/24/2014,3.75,3.78,3.60,3.90,19735,180.8M,44.62
PVR, L.P,1/24/2014,27.34,27.25,27.021,27.29,414395,2.779B
RCON,,1/24/2014,3.879,3.87,3.55,3.66,122935,14.5M
RES, Inc. Common ,1/24/2014,18.72,18.55,18.41,18.63,279888,4.081B
SLB,1/24/2014,89.25,88.15,87.82,89.34,8424471,115.7B,17.88
SPN,1/24/2014,24.70,24.36,24.13,24.735,2587460,3.885B,14.34
SYRG,1/24/2014,9.19,9.01,8.77,9.27,329197,684.7M,44.49
TAGG,1/24/2014,0.0002,0.0003,0.0002,0.0004,28753716,267K,N/A
TEGR,1/24/2014,N/A,0.0079,N/A,N/A,0,1000K,N/A
TESO,1/24/2014,N/A,20.18,20.05,20.64,314027,789.2M,18.52
TLLP,1/24/2014,54.13,53.49,53.38,54.648,249580,2.513B,35.15
TTI,1/24/2014,11.29,10.87,10.84,11.29,962614,857.0M,144.68
TGE, I,1/24/2014,7.02,6.95,6.90,6.99,32945,153.4M
TDW,1/24/2014,52.00,51.46,50.65,52.138,736522,2.536B,16.25
TRRU,1/24/2014,0.21,0.22,0.205,0.22,33809,1.9M,0.79
WFT,1/24/2014,14.34,14.06,14.01,14.375,7929868,10.818B,N/A
WG, I,1/24/2014,8.95,8.91,8.60,8.65,207922,430.6M
WH,1/24/2014,2.12,2.15,2.10,2.19,14120,43.9M,N/A
ZN,1/24/2014,1.95,1.81,1.75,1.95,145825,60.9M,N/A
ARCX,1/24/2014,20.09,20.50,20.0701,20.60,15170,265.5M,10.38
APL,1/24/2014,34.45,33.84,33.80,34.45,388426,2.691B,N/A
BKEP,1/24/2014,9.05,9.16,8.82,9.16,23851,208.6M,30.27
BWP,1/24/2014,24.83,24.48,24.36,24.99,662105,5.954B,20.39
BPL,1/24/2014,70.53,72.20,70.53,72.77,277994,8.305B,27.21
CQP,1/24/2014,28.80,28.49,28.01,28.80,173229,9.624B,N/A
LNG, ,1/24/2014,44.46,44.34,42.33,43.82,5717080,9.673B
CHKR,1/24/2014,11.76,11.57,11.52,11.78,140686,540.9M,5.17
CEQP,1/24/2014,13.42,13.23,13.167,13.50,246536,2.263B,N/A
CMLP,1/24/2014,23.46,23.35,23.2801,23.616,542903,1.407B,155.50
DPM,1/24/2014,49.90,49.07,49.02,49.90,263316,4.279B,23.88
EPB,1/24/2014,34.20,34.22,34.00,34.39,537951,7.460B,18.37
EEP, ,1/24/2014,29.05,28.95,28.76,28.93,619831,9.391B
ENB,1/24/2014,42.37,42.08,41.99,42.52,1048495,34.849B,38.94
ETE,1/24/2014,84.50,83.75,82.67,84.61,834572,23.517B,57.41
ETP,1/24/2014,54.04,54.04,53.311,54.18,890944,17.842B,23.97
FI,1/24/2014,23.56,23.08,22.47,23.64,426025,3.543B,10.19
GEL, L,1/24/2014,54.075,53.47,53.26,53.52,169633,4.747B
GLFE,1/24/2014,0.0012,0.0012,0.0012,0.0012,92000,662K,N/A
HEP,1/24/2014,33.72,33.51,33.31,33.88,48180,1.966B,31.26
KMP,1/24/2014,82.60,82.40,81.82,82.80,1526015,36.256B,21.97
KMR,1/24/2014,77.07,77.03,76.52,77.21,371275,9.586B,39.29
KMI, In,1/24/2014,35.90,35.83,35.42,35.47,6046270,36.711B
MMP,1/24/2014,64.44,63.95,63.21,64.78,460382,14.496B,26.84
FISH,1/24/2014,17.28,17.40,17.12,17.439,43244,309.8M,N/A
MMLP,1/24/2014,43.20,43.45,43.09,43.67,245624,1.157B,34.87
MPLX,1/24/2014,43.27,43.64,43.12,43.89,53067,3.225B,N/A
NS,1/24/2014,48.60,48.23,48.17,48.725,225416,3.756B,106.30
NSH,1/24/2014,28.98,28.82,28.52,29.00,30410,1.229B,30.30
OILT,1/24/2014,63.80,63.60,63.2145,64.10,24892,2.474B,30.01
OKS, L,1/24/2014,53.55,52.91,52.50,53.21,455992,12.324B
PBA,1/24/2014,34.30,34.15,33.93,34.3299,113855,10.689B,30.36
PAA,1/24/2014,51.73,51.73,51.48,51.92,888391,17.741B,17.84
PAGP,1/24/2014,25.65,25.19,25.19,26.00,754883,3.335B,863.33
QEPM,1/24/2014,23.37,23.53,23.36,23.59,15720,1.282B,62.86
QEP, In,1/24/2014,31.197,31.09,30.68,30.84,1841481,5.529B
RGP,1/24/2014,26.82,26.65,26.45,26.84,617716,5.616B,207.91
SEMG,1/24/2014,62.00,61.36,61.25,62.60,628125,2.606B,40.30
SE,1/24/2014,34.84,34.65,34.65,35.15,3400910,23.217B,23.08
SEP,1/24/2014,43.55,43.72,43.48,44.14,111192,5.066B,24.86
SGU,1/24/2014,5.78,5.63,5.61,5.82,113988,323.5M,12.39
SXL,1/24/2014,75.52,75.38,75.07,76.10,142478,7.825B,25.48
TEP,1/24/2014,26.09,26.00,25.86,26.12,47014,1.053B,N/A
TRGP, ,1/24/2014,89.46,89.17,88.08,88.13,283986,3.731B
NGLS,1/24/2014,50.49,50.61,50.052,50.75,261289,5.489B,83.64
TCP, LP ,1/24/2014,46.82,46.61,46.18,46.56,102599,2.902B
TLP,1/24/2014,43.63,43.21,42.78,43.63,27125,696.7M,23.71
USAC,1/24/2014,27.18,26.61,26.61,27.43,16799,987.9M,135.22
VLP,1/24/2014,35.00,35.16,34.50,35.214,96854,2.024B,N/A
WGP,1/24/2014,41.38,41.37,40.87,41.55,105988,9.056B,167.07
WES,1/24/2014,60.35,60.23,59.65,60.73,84454,6.769B,58.09
WNRL,1/24/2014,27.00,27.19,26.79,27.35,30379,1.240B,N/A
WMB,1/24/2014,39.02,38.97,38.53,39.20,7258287,26.633B,45.39
WPT,1/24/2014,19.90,20.06,19.7301,20.12,18262,663.2M,52.03
ACMP,1/24/2014,56.56,56.05,55.81,56.693,154445,9.912B,46.66
AE,1/24/2014,66.45,65.59,65.2701,67.20,14528,276.6M,9.78
ALJ, ,1/24/2014,15.44,15.25,14.96,15.03,352818,942.6M
ALDW,1/24/2014,14.30,13.87,13.75,14.375,235395,866.9M,N/A
BPT,1/24/2014,76.00,75.75,75.1766,76.04,128771,1.621B,8.77
CLMT,1/24/2014,30.57,29.71,29.63,30.5999,349235,2.059B,50.60
CBEH,1/24/2014,1.09,1.06,1.00,1.16,51203,47.2M,1.80
CYIP,1/24/2014,N/A,0.005,N/A,N/A,0,149K,N/A
XTXI, ,1/24/2014,36.68,36.56,35.81,36.42,230516,1.739B
CVI,1/24/2014,39.80,38.21,38.11,39.80,532194,3.318B,8.05
CVRR, LP ,1/24/2014,22.86,22.85,22.191,22.43,256515,3.311B
DK,1/24/2014,30.67,29.54,29.45,30.79,710675,1.777B,10.03
DEACD,12/30/2013,N/A,0.0023,N/A,N/A,5,345,N/A
DEACD,12/30/2013,N/A,0.0023,N/A,N/A,5,345,N/A
EROC,1/24/2014,5.93,5.95,5.77,5.98,673802,928.7M,N/A
DEACD,12/30/2013,N/A,0.0023,N/A,N/A,5,345,N/A
FGP,1/24/2014,24.18,23.83,23.50,24.18,347862,1.886B,39.06
GBOE,1/25/2014,N/A,0.002,N/A,N/A,29,166K,N/A
GBOE,1/25/2014,N/A,0.002,N/A,N/A,29,166K,N/A
HES,1/24/2014,76.54,76.25,75.52,77.04,2682592,25.849B,7.57
HFC,1/24/2014,47.30,46.69,46.44,47.68,2443490,9.278B,9.05
IOC,1/24/2014,53.38,52.74,52.165,54.02,651211,2.581B,966.07
KIOR, Inc.,1/24/2014,1.51,1.51,1.39,1.40,350420,154.1M
LGP,1/24/2014,28.85,28.63,28.50,28.98,23914,430.9M,28.84
LPIH,1/24/2014,0.082,0.078,0.078,0.082,4269,7.9M,0.13
MPC,1/24/2014,84.35,82.98,82.05,84.50,2751059,24.979B,12.47
MNELF,1/23/2014,N/A,0.026,N/A,N/A,0,283K,0.03
NECA,1/24/2014,0.0012,0.0013,0.0009,0.0017,23955268,69K,N/A
NECA,1/24/2014,0.0012,0.0013,0.0009,0.0017,23955268,69K,N/A
NGL,1/24/2014,35.25,35.36,35.00,35.78,155050,2.566B,57.23
NTI,1/24/2014,25.70,25.30,25.26,26.01,593426,2.330B,8.09
PBF,1/24/2014,26.96,26.11,25.90,27.06,1203915,1.033B,N/A
PSX,1/24/2014,76.22,74.44,73.60,76.35,4742237,44.629B,13.42
PSXP,1/24/2014,38.42,37.29,37.29,38.50,63062,2.626B,116.68
REGI,1/24/2014,10.52,10.30,10.24,10.6399,828911,375.4M,2.60
SHI,1/24/2014,28.00,28.22,27.97,28.63,25832,3.032B,17.39
SZYM, Inc.,1/24/2014,10.41,10.30,9.81,9.99,593632,680.8M
SRLP,1/24/2014,18.20,18.39,17.95,18.39,42066,370.6M,N/A
SYNM,1/24/2014,3.50,3.44,3.40,3.55,87904,34.3M,N/A
TSO,1/24/2014,51.53,50.57,50.03,51.55,3215168,6.807B,16.34
UGP,1/24/2014,22.08,21.80,21.79,22.27,429221,11.694B,21.15
VLO,1/24/2014,50.81,49.04,48.65,50.81,10795606,26.460B,11.55
WNR,1/24/2014,39.80,39.11,39.00,40.07,1125564,3.118B,8.58
INT,1/24/2014,44.66,43.90,43.71,45.095,274463,3.172B,16.67
SWET,1/24/2014,0.0058,0.0062,0.0057,0.0065,1602439,2.1M,N/A
CDE, Inc,1/24/2014,11.42,11.28,10.77,10.98,1884481,1.104B
EXK,1/24/2014,4.66,4.44,4.3004,4.71,2077486,442.9M,12.68
AG,1/24/2014,11.33,10.80,10.56,11.48,2148549,1.264B,20.02
FSM,1/24/2014,3.90,3.67,3.58,3.95,444647,462.3M,109.43
